,Unnamed: 0,henry_constant,filename,additional,water,units,ads_and_des,other
1087,1087,0.9154769031219534,10.1021Ja076595g.Isotherm3,,,,,
1054,1054,0.9130953167565052,10.1039C0ee00700e.Isotherm5,,,,,
1052,1052,0.9112714847867708,10.1126science.1192160.isotherm23,,,,,
1539,1539,0.9102715793321232,10.1021Ja0570032.Isotherm1,,,,,
2991,2991,0.9053872659616796,10.1016j.micromeso.2013.06.023.Isotherm29,,,,,
1059,1059,0.9014740850039228,10.1038Nchem.1432.isotherm5b,,,,,
1925,1925,0.9005338583023014,10.1039c4ta07115h.Isotherm6,,,,,
2635,2635,0.8953757467776089,10.1002chem.201100958.Isotherm20,,,,,
1100,1100,0.8938202515559956,10.1021Ct400549q.isotherm7,,,,,
1926,1926,0.8928085595385646,10.1039c4ta07115h.Isotherm18,,,,,
1927,1927,0.8928085595385646,10.1039c4ta07115h.Isotherm17,,,,,
2293,2293,0.8917329842869599,10.1039c3sc52348a.Isotherm33,,,,,
1491,1491,0.8903224302567924,10.1007s10450-010-9305-3.Isotherm29,,,,,
947,947,0.8901607420718486,10.1021La800803w.isotherm2,,,,,
2292,2292,0.8880409911117317,10.1039C3sc52348a.Isotherm9,,,,,
791,791,0.8866906687031589,10.1016j.egypro.2009.01.166.Isotherm3,,,,,
2324,2324,0.8825233094383443,10.1016j.jcis.2014.05.021.Isotherm9,,,,,
1422,1422,0.8806469928190049,10.1002cssc.201200907.isotherm7,,,,,
2621,2621,0.8777484091011494,10.1016j.micromeso.2014.02.016.Isotherm8,,,,,
1055,1055,0.8776017936520738,10.1039C0ee00700e.Isotherm13,,,,,
2194,2194,0.8765067784487813,10.1039c4dt03594a.Isotherm13,,,,,
2195,2195,0.8765067784487813,10.1039c4dt03594a.Isotherm12,,,,,
1146,1146,0.8713751754154464,10.1002Aic.14467.Isotherm6,,,,,
2911,2911,0.8667797914642873,10.1021Ic4020256.Isotherm10,,,,,
184,184,0.8655728550988496,10.1021jp077618g.Isotherm22,,,,,
1816,1816,0.8645032636599673,10.1021Jp211280m.isotherm10,,,,,
1986,1986,0.8634683393766577,10.1039C4ra12432d.Isotherm27,,,,,
811,811,0.8621854021690123,10.1002chem.200902719.Isotherm5,,,,,
2978,2978,0.8618126593231163,10.1016j.micromeso.2014.03.022.Isotherm10,,,,,
1608,1608,0.8581411215608772,10.1016j.carbon.2013.07.061.Isotherm31,,,,,
1147,1147,0.8563132491300119,10.1002Aic.14467.Isotherm5,,,,,
1077,1077,0.8552054955594119,10.1021Jp3108182.isotherm11,,,,,
2222,2222,0.8529964544991864,10.1039C3sc51319j.isotherm55,,,,,
1525,1525,0.852507694745239,10.1039c1ee01720a.isotherm2,,,,,
810,810,0.8523026606096784,10.1002chem.200902719.Isotherm5-1,,,,,
1089,1089,0.8521499448295846,10.1021Ja076595g.Isotherm2,,,,,
3075,3075,0.8511337415932688,10.1002chem.201103687.isotherm6,,,,,
229,229,0.8466970912224061,10.1016S1383-5866(02)00012-6.isotherm1,,,,,
1967,1967,0.8459879774885947,10.1021Ja4045289.isotherm31,,,,,
2463,2463,0.8441168454710607,10.1021jp206959k.Isotherm3,,,,,
2058,2058,0.8429426672782235,10.1021Jp401923v.isotherm12,,,,,
10,10,0.8427770693969673,10.1039C4ee01009d.Isotherm17,,,,,
2065,2065,0.8418005587663324,10.1021La2030473.isotherm20,,,,,
1109,1109,0.839492424006567,10.1021Cm502399q.Isotherm3,,,,,
651,651,0.8319904067225072,10.1021Cm900049x.Isotherm5,,,,,
1841,1841,0.8299532177014228,10.1021Jp211280m.isotherm9,,,,,
2818,2818,0.8291008691871916,10.1021Jp3107167.Isotherm3-1,,,,,
2135,2135,0.8271672078457231,10.1021La302537d.Isotherm33,,,,,
1670,1670,0.8259896845590469,10.1021la034766z.Isotherm43,,,,,
1121,1121,0.8251649910871122,10.1021Cm502399q.Isotherm19,,,,,
800,800,0.8250380682952797,10.1007s1045001596846.Isotherm20,,,,,
2181,2181,0.8191978686561032,10.1021Jp310517r.Isotherm6,,,,,
1866,1866,0.8189206397513399,10.1039c5sc01796c.Isotherm10,,,,,
1490,1490,0.8180470631591271,10.1007s1093401500604.Isotherm17,,,,,
373,373,0.8179422210895527,10.1021Ja9015765.isotherm28,,,,,
1536,1536,0.8174862727035948,10.1021jp206959k.Isotherm1,,,,,
1085,1085,0.8170447542596629,10.1021Jp062723w.Isotherm1,,,,,
2723,2723,0.811943554302266,10.1038nchem.2114.Isotherm1,,,,,
525,525,0.8112724333658349,10.1021jp206959k.Isotherm8,,,,,
1968,1968,0.8091671078912808,10.1021Ja4045289.isotherm30,,,,,
203,203,0.8035310494683199,10.1021jp077618g.Isotherm21,,,,,
1972,1972,0.8021718469600597,10.1016j.ces.2014.07.008.Isotherm4,,,,,
789,789,0.8013763440963658,10.1016j.energy.2014.08.033.Isotherm5,,,,,
1754,1754,0.801355753142646,10.1021Jp3046356.Isotherm27,,,,,
1971,1971,0.7987552480471833,10.1016j.ces.2014.12.001.Isotherm7,,,,,
782,782,0.7933855719691948,10.1016j.micromeso.2012.02.034.Isotherm17,,,,,
809,809,0.7895088238562078,10.1002chem.200902719.Isotherm6,,,,,
1603,1603,0.786502163564113,10.1016j.carbon.2013.07.061.Isotherm25,,,,,
1524,1524,0.7864591622994563,10.1039c1ee01720a.isotherm3,,,,,
1128,1128,0.7861652950361393,10.1016j.micromeso.2008.04.033.isotherm4,,,,,
1063,1063,0.7855428602243247,10.1021La803074g.isotherm1a,,,,,
421,421,0.7823129058315903,10.1007s10450-013-9579-3.Isotherm7,,,,,
1888,1888,0.7760523342818693,10.1016j.ces.2016.07.033.Isotherm9,,,,,
2633,2633,0.7738096207412307,10.1021Ja1089765.Isotherm3,,,,,
808,808,0.7727512156082801,10.1002chem.200902719.Isotherm6-1,,,,,
285,285,0.7703055150616591,10.1021Jp308525k.isotherm11,,,,,
212,212,0.7703028037533114,10.1016S1383-5866(02)00012-6.isotherm3b,,,,,
211,211,0.7703028037533114,10.1016S1383-5866(02)00012-6.isotherm3c,,,,,
1050,1050,0.7671134998952922,10.1016j.micromeso.2012.11.013.isotherm2,,,,,
780,780,0.7653017307696537,10.1021Ef800938e.isotherm20,,,,,
1110,1110,0.7639588738629967,10.1021Cm502399q.Isotherm29,,,,,
2241,2241,0.7589274042969488,10.1039C2cp23839j.Isotherm83,,,,,
1101,1101,0.7562790196573352,10.1021Ct400549q.isotherm6,,,,,
2052,2052,0.7556466378132092,10.1021Jp401923v.isotherm3,,,,,
2138,2138,0.7551480001993922,10.1021La302537d.Isotherm26,,,,,
2212,2212,0.7535703956830107,10.1039C4dt00230j.Isotherm6,,,,,
1602,1602,0.751952304240199,10.1016j.fluid.2016.09.008.Isotherm1,,,,,
1393,1393,0.7509876827110913,10.1039C2cp23839j.Isotherm12,,,,,
213,213,0.7476663767131628,10.1016S1383-5866(02)00012-6.isotherm3a,,,,,
2164,2164,0.7475173430678393,10.1021Jp3046356.Isotherm12,,,,,
2139,2139,0.7475159638164312,10.1021La302537d.Isotherm25,,,,,
39,39,0.7456298984916612,10.1016j.ces.2011.09.009.isotherm2,,,,,
2590,2590,0.7398704795278487,10.1002chem.201502893.Isotherm9,,,,,
422,422,0.7370085818153963,10.1007s10450-013-9579-3.Isotherm5,,,,,
206,206,0.7368697408458967,10.1021Ie200652e.isotherm17,,,,,
804,804,0.7358166487261064,10.1007s10450-013-9527-2.isotherm19,,,,,
2207,2207,0.7318870175656066,10.1039C4dt00307a.Isotherm16,,,,,
2954,2954,0.7258173489125241,10.1021acs.langmuir.5b00655.Isotherm22,,,,,
1124,1124,0.7248264112368172,10.1016S2095-4956(14)60171-6.Isotherm3,,,,,
215,215,0.7238128319305756,10.8888Je8006919.Isotherm11,,,,,
2955,2955,0.7221570942859885,10.1021acs.langmuir.5b00655.Isotherm19,,,,,
2337,2337,0.7198384241605016,10.1021Ic500722n.Isotherm45,,,,,
2163,2163,0.7161116516371634,10.1021jp3046356.Isotherm64,,,,,
807,807,0.7132299421989898,10.1002chem.200902719.Isotherm7,,,,,
2609,2609,0.7099725508897352,10.1039C1cc10897b.isotherm2,,,,,
1493,1493,0.7097153791461783,10.1007s10450-010-9305-3.Isotherm16,,,,,
1401,1401,0.7095049530345046,10.1021acs.iecr.5b03517.Isotherm10,,,,,
2892,2892,0.7093501005298192,10.1016j.jssc.2014.03.005.Isotherm5,,,,,
2573,2573,0.7089639932077887,10.1021Je9000087.Isotherm6,,,,,
11,11,0.7055109517904579,10.1039C4ee01009d.Isotherm16,,,,,
2717,2717,0.7033088842211971,10.1038Nchem.1457.Isotherm31,,,,,
2335,2335,0.7028130296123816,10.1021Ja4045289.isotherm40,,,,,
2057,2057,0.7019581630821367,10.1021Jp401923v.isotherm2,,,,,
49,49,0.700617194286531,10.1002chem.201301806.isotherm10,,,,,
771,771,0.6940699181156534,10.1021Ja4045289.isotherm34,,,,,
2715,2715,0.6932769017433373,10.1038Nchem.1457.Isotherm29,,,,,
23,23,0.6916765083958185,10.1021Jp303790r.Isotherm9,,,,,
749,749,0.6916485297714394,10.1039c3sc52633j.Isotherm11,,,,,
559,559,0.6901716813103527,10.1039C2jm15734a.Isotherm22,,,,,
2144,2144,0.6900379643069804,10.1021Jp3046356.Isotherm14,,,,,
12,12,0.6895871850889824,10.1039C4ee01009d.Isotherm15,,,,,
2941,2941,0.6887003019134235,10.1021acs.langmuir.5b00655.Isotherm14,,,,,
48,48,0.6884713994446384,10.1002chem.201301806.isotherm11,,,,,
1717,1717,0.6863991356563676,10.1016j.micromeso.2009.03.045.Isotherm4,,,,,
806,806,0.6840844679711092,10.1002chem.200902719.Isotherm7-1,,,,,
94,94,0.6829281770868155,10.1002chem.200902144.Isotherm2,,,,,
944,944,0.6826459748165161,10.1021La800803w.isotherm9,,,,,
14,14,0.6803420122881563,10.1039C0ee00700e.Isotherm19,,,,,
1188,1188,0.6775394910965605,10.1016S2095-4956(14)60171-6.Isotherm4,,,,,
2147,2147,0.6755371845064344,10.1007s1093401500604.Isotherm21,,,,,
2787,2787,0.6751251995251529,10.1021Jp509672c.Isotherm4,,,,,
1397,1397,0.6711314419484091,10.1021Jp308657x.isotherm5,,,,,
1108,1108,0.6711061036512154,10.1021Cm502399q.Isotherm30,,,,,
2145,2145,0.6697169437869592,10.1021Jp3046356.Isotherm13,,,,,
1096,1096,0.6692208238849416,10.1021Ie8005269.isotherm14,,,,,
2142,2142,0.6681775180934162,10.1021jp3046356.Isotherm65,,,,,
1152,1152,0.6674184614023143,10.1021Jp051771y.Isotherm5-1,,,,,
2707,2707,0.6645498008915527,10.1038Nmat3343.Isotherm28,,,,,
802,802,0.663211265286443,10.1007s1045001395272.Isotherm51,,,,,
2322,2322,0.6626953811672445,10.1021Ie8005269.isotherm7,,,,,
420,420,0.6593463752068418,10.1007s10450-013-9579-3.Isotherm8,,,,,
1062,1062,0.657191604280223,10.1021La803074g.isotherm5a,,,,,
3098,3098,0.6539868472685637,10.1002anie.201506345.Isotherm18,,,,,
3029,3029,0.6537053082718938,10.1016j.egypro.2011.01.090.Isotherm6,,,,,
796,796,0.6531992311139628,10.1007s1093401500604.Isotherm20,,,,,
3083,3083,0.6515824136115994,10.1002chem.201101183.Isotherm6,,,,,
2850,2850,0.6503126275738017,10.1021Jp3099768.Isotherm26,,,,,
2807,2807,0.6486748807583149,10.1002chem.200902144.Isotherm17,,,,,
28,28,0.6467809474141129,10.1021Jp209335y.Isotherm2,,,,,
2822,2822,0.6467722858453049,10.1021Jp209335y.Isotherm5-1,,,,,
204,204,0.6450234977934332,10.1021Ie200652e.isotherm8,,,,,
761,761,0.644428533751416,10.1021La800803w.isotherm10,,,,,
44,44,0.6444039493942817,10.1007s10450-012-9407-1.Isotherm2,,,,,
2819,2819,0.6431164112202901,10.1021Jp3107167.Isotherm3,,,,,
27,27,0.6416898607891195,10.1021Jp209335y.Isotherm3,,,,,
2860,2860,0.6416371141617094,10.1021Ja0570032.Isotherm10,,,,,
2820,2820,0.6408865323495935,10.1021Jp209335y.Isotherm7,,,,,
950,950,0.6408676409826093,10.1021Jp910522h.Isotherm107,,,,,
2426,2426,0.640684870280573,10.1039C2cc35729a.Isotherm6,,,,,
2165,2165,0.6382139220593125,10.1021Jp3046356.Isotherm11,,,,,
1061,1061,0.6347303778116422,10.1021La803074g.isotherm5b,,,,,
561,561,0.6304338796386499,10.1021La4027128.isotherm7,,,,,
30,30,0.6286364264262698,10.1021jp206959k.Isotherm5,,,,,
187,187,0.6273516368664526,10.1021Ie950291y.Isotherm1,,,,,
22,22,0.6271579955564555,10.1021Jp303790r.Isotherm9-1,,,,,
26,26,0.6259687837405543,10.1021Jp209335y.Isotherm3-1,,,,,
2669,2669,0.6228899695346021,10.1007s10450-010-9305-3.Isotherm11,,,,,
191,191,0.621047953103169,10.1021Ie200652e.isotherm18,,,,,
2619,2619,0.6192144178611255,10.1021jacs.5b08362.Isotherm7,,,,,
566,566,0.6154951272138576,10.1016j.seppur.2014.11.040.Isotherm1,,,,,
2562,2562,0.6135592752494821,10.1007s10450-013-9527-2.isotherm11,,,,,
1394,1394,0.612412223814834,10.1039C2cp23839j.Isotherm11,,,,,
2824,2824,0.6109422610269726,10.1021ja104035j.Isotherm9,,,,,
2992,2992,0.6077562638807646,10.1016j.micromeso.2013.06.023.Isotherm5,,,,,
776,776,0.6061886876143774,10.1021Ie902008g.isotherm2,,,,,
1503,1503,0.6044652904649184,10.11552015439382.Isotherm12,,,,,
2024,2024,0.6036847066910055,10.1002cssc.201100378.Isotherm6,,,,,
1601,1601,0.6035699967136322,10.1016j.fluid.2016.09.008.Isotherm2,,,,,
36,36,0.6029346789394768,10.1016j.memsci.2011.09.040.Isotherm1,,,,,
2276,2276,0.6007060546968509,10.1016j.micromeso.2014.02.028.Isotherm9,,,,,
51,51,0.5956523533820777,10.1002chem.200902144.Isotherm5,,,,,
972,972,0.5918043784761713,10.1039C1cp20168a.Isotherm18,,,,,
13,13,0.589968225365713,10.1039C0nj00836b.isotherm2,,,,,
29,29,0.5892232968578672,10.1021Jp209335y.Isotherm1,,,,,
2841,2841,0.5883118015820605,10.1021Jp3099768.Isotherm75,,,,,
3049,3049,0.5815528992910295,10.1002cssc.201402206.Isotherm11,,,,,
2018,2018,0.5810517121895128,10.1002cssc.201100378.Isotherm5,,,,,
1398,1398,0.5801389471970726,10.1021Jp308657x.isotherm4,,,,,
2452,2452,0.5795858411034723,10.1039C1jm10264h.Isotherm59,,,,,
2659,2659,0.5753909439962746,10.1007s10450-010-9305-3.Isotherm28,,,,,
2450,2450,0.5728144629391828,10.1039C1jm10264h.Isotherm83,,,,,
2016,2016,0.5726515350763118,10.1021La1045207.Isotherm9,,,,,
2323,2323,0.5724407279841419,10.1021Ie8005269.isotherm3,,,,,
52,52,0.5714111034738222,10.1002chem.200902144.Isotherm20-1,,,,,
2486,2486,0.5699138273054545,10.1039C1jm10264h.Isotherm35,,,,,
2449,2449,0.5688257878152554,10.1039C1jm10264h.Isotherm84,,,,,
2638,2638,0.5655059045434109,10.1002chem.201100958.Isotherm22,,,,,
2451,2451,0.5640322738917924,10.1039C1jm10264h.Isotherm60,,,,,
825,825,0.5625593050811686,10.1021Ef800938e.isotherm12,,,,,
2803,2803,0.5612717254830568,10.1021Jp101531m.isotherm12,,,,,
2453,2453,0.5608422930167878,10.1039C1jm10264h.Isotherm52,,,,,
2559,2559,0.5599292161811277,10.1016j.egypro.2009.01.166.Isotherm9,,,,,
2788,2788,0.5596305306508526,10.1021Jp509672c.Isotherm3,,,,,
766,766,0.5582166176686634,10.1021Ja4045289.isotherm5,,,,,
1351,1351,0.5567023800392641,10.1021Jp051771y.Isotherm3-1,,,,,
792,792,0.553570960475535,10.1016j.colsurfa.2014.09.017.Isotherm28,,,,,
214,214,0.5520588286223089,10.1016s0167-2991(08)63564-8.Isotherm5,,,,,
199,199,0.5520588286223089,10.8888s0167-2991(08)63564-8.Isotherm5,,,,,
1107,1107,0.5484712665965349,10.1021Cm502399q.Isotherm31,,,,,
50,50,0.5466196083352929,10.1002chem.200902144.Isotherm7,,,,,
42,42,0.5448015199926742,10.1007s10450-012-9407-1.Isotherm9,,,,,
2182,2182,0.5374722179548785,10.1007s1093401500604.Isotherm16,,,,,
774,774,0.5373909133808014,10.1021ie902008g.Isotherm7,,,,,
2740,2740,0.537317338520402,10.1038Nchem.1982.Isotherm2,,,,,
2302,2302,0.5364103449736289,10.1039C3ra42213e.isotherm6,,,,,
2303,2303,0.5364103449736289,10.1039C3ra42213e.isotherm5,,,,,
423,423,0.5360918108525038,10.1007s10450-013-9527-2.isotherm6,,,,,
3035,3035,0.5332250546106337,10.1007s10934-010-9371-7.Isotherm3,,,,,
2495,2495,0.5314030106269878,10.1007s1093401500604.Isotherm26,,,,,
508,508,0.5290866952780902,10.1002aic.690480820.isotherm12,,,,,
25,25,0.5272310940607553,10.1021Jp209335y.Isotherm4,,,,,
1400,1400,0.5264453454886757,10.1021Jp308657x.ISOTHERM10,,,,,
1504,1504,0.5235327644015155,10.1021Ja902740r.Isotherm8,,,,,
662,662,0.5217672290381771,10.1016S2095-4956(14)60173-X.Isotherm5,,,,,
2544,2544,0.5206656486102882,10.1016S0009-2509(00)00531-5.Isotherm1,,,,,
35,35,0.5180920258856766,10.1016j.micromeso.2012.09.002.Isotherm6,,,,,
2736,2736,0.5116754298090558,10.1038nchem.2114.Isotherm2,,,,,
201,201,0.5102538235483883,10.1021la981341h.Isotherm10,,,,,
2554,2554,0.5090656123187532,10.1021Je0498917.isotherm2,,,,,
1894,1894,0.5080805168357435,10.1016j.ces.2009.05.039.Isotherm16,,,,,
34,34,0.5045469347104259,10.1016j.micromeso.2012.09.002.Isotherm6-1,,,,,
2624,2624,0.5034554665974479,10.1002chem.201100958.Isotherm24,,,,,
1892,1892,0.5030825908466561,10.1016j.ces.2009.05.039.isotherm7,,,,,
1893,1893,0.5030825908466561,10.1016j.ces.2009.05.039.isotherm6,,,,,
2552,2552,0.5004397279706584,10.1021Je0498917.isotherm4,,,,,
1896,1896,0.5002291071990383,10.1016j.ces.2009.05.039.isotherm1,,,,,
768,768,0.4977297127903281,10.1021Ja4045289.isotherm37,,,,,
954,954,0.4975209010586397,10.1021Jp211563e.isotherm1,,,,,
2454,2454,0.497401633581988,10.1039C1jm10264h.Isotherm51,,,,,
803,803,0.4948454990930698,10.1007s10450-013-9527-2.isotherm22,,,,,
1399,1399,0.4931112482697863,10.1021Jp308657x.ISOTHERM11,,,,,
21,21,0.4886955230847228,10.1021Jp400480q.Isotherm8,,,,,
1897,1897,0.4837483018973466,10.1007s10450-012-9395-1.Isotherm8,,,,,
2061,2061,0.4836775241726719,10.1021Jp3046356.Isotherm28,,,,,
3093,3093,0.4834793585611865,10.1002anie.201506345.Isotherm22,,,,,
37,37,0.4807975732020052,10.1016j.ces.2011.09.009.isotherm26,,,,,
1395,1395,0.4805770094050981,10.1021Jp308657x.isotherm9,,,,,
1590,1590,0.478551813585926,10.10631.4726255.Isotherm5,,,,,
1886,1886,0.4784171061421657,10.1021Jp105464u.Isotherm31,,,,,
38,38,0.4775065959129972,10.1016j.ces.2011.09.009.isotherm22,,,,,
2966,2966,0.475301373730916,10.1021acs.energyfuels.5b00975.Isotherm10,,,,,
2705,2705,0.4733906096013286,10.1038Nmat3343.Isotherm24,,,,,
2488,2488,0.471137914137832,10.1039C1jm10264h.Isotherm33,,,,,
1701,1701,0.4694942015517689,10.1016S1387-1811(01)00359-6.Isotherm12,,,,,
2805,2805,0.4689840012873909,10.1002chem.200902144.Isotherm24_1,,,,,
3090,3090,0.4682557300165824,10.1002chem.201002818.Isotherm11,,,,,
2636,2636,0.4672995985080289,10.1021Ja1089765.Isotherm4,,,,,
0,0,0.4668164483377372,10.8888s10450-012-9407-1.Isotherm11,,,,,
46,46,0.4668164483377372,10.1007s10450-012-9407-1.Isotherm11,,,,,
1876,1876,0.4649793428285292,10.1039c5sc00614g.Isotherm6,,,,,
91,91,0.4632899207304996,10.1002chem.200902144.Isotherm3,,,,,
2871,2871,0.4628608432620938,10.1016j.seppur.2011.09.041.isotherm7,,,,,
1755,1755,0.4582802920244807,10.1021Jp3046356.Isotherm22,,,,,
1529,1529,0.4561347709537951,10.1039C1cc11618e.Isotherm10,,,,,
2560,2560,0.4559459462725171,10.1007s10450-013-9564-x.isotherm10,,,,,
2891,2891,0.4554984269289478,10.1016j.jssc.2014.03.005.Isotherm7,,,,,
769,769,0.4540010134185537,10.1021Ja4045289.isotherm36,,,,,
2371,2371,0.4521130197239088,10.1002chem.201002818.Isotherm7,,,,,
88,88,0.4514311911663541,10.1007s1093401500604.Isotherm30,,,,,
2278,2278,0.4507081902302168,10.1007s1093401500604.Isotherm14,,,,,
953,953,0.4504975088159927,10.1021Jp211563e.isotherm2,,,,,
1528,1528,0.4496724405302497,10.1039C1cc11618e.Isotherm13,,,,,
533,533,0.4495908848199694,10.1016j.fluid.2013.10.050.Isotherm4,,,,,
805,805,0.4487718824622488,10.1007s10450-010-9305-3.Isotherm33,,,,,
1562,1562,0.4487409492704997,10.1007s1093401500604.Isotherm25,,,,,
3024,3024,0.4476058879414222,10.1016j.egypro.2011.01.090.Isotherm10,,,,,
1993,1993,0.44629468827796537,10.1039C4ra12432d.Isotherm2,,,,,
2716,2716,0.44598184232011184,10.1038nchem.2114.Isotherm4,,,,,
2828,2828,0.4441375998006472,10.1007s1093401500604.Isotherm34,,,,,
43,43,0.4419793129090854,10.1007s10450-012-9407-1.Isotherm3,,,,,
2361,2361,0.4399893693552829,10.1039C3cc48275h.Isotherm12,,,,,
1973,1973,0.4397613566216557,10.1007s1093401500604.Isotherm15,,,,,
2934,2934,0.4389162411492368,10.1021acs.langmuir.5b00655.Isotherm3,,,,,
2433,2433,0.4389052995485304,10.1039C2cc31792c.Isotherm6,,,,,
1702,1702,0.4358666884289988,10.1016S1387-1811(01)00359-6.Isotherm11,,,,,
2487,2487,0.4349205883247814,10.1039C1jm10264h.Isotherm34,,,,,
45,45,0.4336064247973349,10.1007s10450-012-9407-1.Isotherm12,,,,,
1197,1197,0.4323418230522241,10.1039B807470d.isotherm4,,,,,
1334,1334,0.4320679259145077,10.1016j.micromeso.2012.11.013.isotherm4,,,,,
2432,2432,0.42739307141038296,10.1039C2cc31792c.Isotherm7,,,,,
1193,1193,0.42701419851368616,10.1007s10450-010-9305-3.Isotherm30,,,,,
1396,1396,0.42610160888813625,10.1021Jp308657x.isotherm8,,,,,
2878,2878,0.4249499834079815,10.1021jacs.5b00450.Isotherm12,,,,,
2804,2804,0.4242542941946898,10.1007s10450-010-9305-3.Isotherm35,,,,,
701,701,0.4200792544733137,10.1039C1cp20168a.Isotherm12,,,,,
711,711,0.4195749918209669,10.1021La800803w.isotherm6,,,,,
496,496,0.419406806634375,10.1016s0167-2991(08)63564-8.Isotherm4,,,,,
2118,2118,0.4172410643765004,10.1021La302537d.Isotherm9,,,,,
1488,1488,0.41594696711151935,10.1007s10450-010-9305-3.Isotherm20,,,,,
2751,2751,0.4133142832902683,10.1021Jp911733e.Isotherm4,,,,,
40,40,0.4122420766220333,10.1016j.ces.2011.09.009.isotherm18,,,,,
1106,1106,0.41155340219413855,10.1021Cm502399q.Isotherm32,,,,,
2557,2557,0.4104965514099044,10.1016j.supflu.2016.01.008.Isotherm9,,,,,
1192,1192,0.4089016478244487,10.1007s1093401500604.Isotherm22,,,,,
2129,2129,0.4064958018318298,10.1021jp3046356.Isotherm67,,,,,
2130,2130,0.40526901673346505,10.1021Jp3046356.Isotherm16,,,,,
3020,3020,0.4040058163746624,10.1007s10450-010-9305-3.Isotherm32,,,,,
1865,1865,0.4035622088474577,10.1039c5sc01796c.Isotherm9,,,,,
2558,2558,0.40143934161628414,10.1016j.jcis.2010.09.065.isotherm5b,,,,,
56,56,0.40096575138157137,10.1002Aic.13970.isotherm37,,,,,
1187,1187,0.4008228309369332,10.1021am506793b.Isotherm1,,,,,
1173,1173,0.3956972255687724,10.1021Jp908978q.Isotherm5,,,,,
2658,2658,0.39541001339595294,10.1021Ja9015765.isotherm23,,,,,
2131,2131,0.3935721289656071,10.1021Jp3046356.Isotherm15,,,,,
57,57,0.3932319411708437,10.1002Aic.13970.isotherm3,,,,,
2132,2132,0.3927851471984365,10.1007s1093401500604.Isotherm8,,,,,
351,351,0.3921596399827752,10.1021la4004998.isotherm4,,,,,
330,330,0.3899077723947772,10.1007s10450-013-9527-2.isotherm7,,,,,
1105,1105,0.3853459981831864,10.1021Cm502399q.Isotherm33,,,,,
2211,2211,0.3833309077839442,10.1039C4dt00230j.Isotherm8,,,,,
2360,2360,0.3822815353361561,10.1039C3cc48275h.Isotherm13,,,,,
1563,1563,0.3801743247897049,10.1007s10450-010-9305-3.Isotherm31,,,,,
1189,1189,0.3782318448110737,10.1016j.seppur.2014.08.021.Isotherm43,,,,,
1012,1012,0.3777707766988756,10.1016j.colsurfa.2014.09.017.Isotherm17,,,,,
718,718,0.3742299294241513,10.1021Jp910522h.Isotherm108,,,,,
1535,1535,0.3710268741675506,10.1021jp206959k.Isotherm13,,,,,
1760,1760,0.37015892411021456,10.1016j.micromeso.2012.02.034.Isotherm34,,,,,
1881,1881,0.3687336460158461,10.1039c5cp00581g.Isotherm3,,,,,
1553,1553,0.3682305948844869,10.1021Jp809539w.isotherm25,,,,,
744,744,0.3677438265633559,10.1002Aic.11298.Isotherm1-1,,,,,
2861,2861,0.36752517514828303,10.1021Cg900797y.isotherm5,,,,,
2143,2143,0.3670794371078563,10.1021Jp3046356.Isotherm30,,,,,
767,767,0.3666270657778212,10.1021Ja4045289.isotherm38,,,,,
349,349,0.3640395449380489,10.1039c3cc46492j.isotherm2,,,,,
2464,2464,0.36088291342962864,10.1021jp206959k.Isotherm15,,,,,
1837,1837,0.35729785835087713,10.10631.4726255.Isotherm9,,,,,
1691,1691,0.3571397541059519,10.1016S1387-1811(01)00359-6.Isotherm9,,,,,
1166,1166,0.35455697285272497,10.108008927020802609447.Isotherm1,,,,,
1165,1165,0.3526974191464102,10.108008927020802609447.Isotherm1-1,,,,,
